2025-09-08 16:43:34 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:25 - 开始同步历史数据，结束日期: 2025-09-08, 复权: hfq, 并发: 5
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000069] 完成，耗时: 1.54s，记录: 1
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000078] 开始同步
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000078] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000070] 批量插入 1 条新记录
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000070] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000070] 完成，耗时: 1.49s，记录: 1
2025-09-08 16:44:15 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 55/500 (11.0%) | 成功:55 失败:0 | 耗时:39s 剩余:319s
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000088] 开始同步
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000089] 开始同步
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000088] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000090] 开始同步
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000089] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 56/500 (11.2%) | 成功:56 失败:0 | 耗时:40s 剩余:320s
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000078] 批量插入 1 条新记录
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000078] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:16 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000078] 完成，耗时: 1.59s，记录: 1
2025-09-08 16:44:17 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000090] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:17 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 57/500 (11.4%) | 成功:57 失败:0 | 耗时:41s 剩余:317s
2025-09-08 16:44:17 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000096] 开始同步
2025-09-08 16:44:17 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000096] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 58/500 (11.6%) | 成功:58 失败:0 | 耗时:42s 剩余:316s
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000088] 批量插入 1 条新记录
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000089] 批量插入 1 条新记录
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000088] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000089] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000088] 完成，耗时: 1.65s，记录: 1
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000089] 完成，耗时: 1.42s，记录: 1
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000090] 批量插入 1 条新记录
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000090] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000090] 完成，耗时: 1.57s，记录: 1
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 59/500 (11.8%) | 成功:59 失败:0 | 耗时:42s 剩余:314s
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000099] 开始同步
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000099] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000096] 批量插入 1 条新记录
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000096] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:18 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000096] 完成，耗时: 1.56s，记录: 1
2025-09-08 16:44:19 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 60/500 (12.0%) | 成功:60 失败:0 | 耗时:43s 剩余:312s
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000100] 开始同步
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000099] 批量插入 1 条新记录
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000099] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000099] 完成，耗时: 1.53s，记录: 1
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000150] 开始同步
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000151] 开始同步
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000100] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000150] 使用数据库最新日期后一天作为开始日期: 20230428
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000151] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 61/500 (12.2%) | 成功:61 失败:0 | 耗时:44s 剩余:317s
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000150] 未获取到 20230428 至 20250908 的历史数据
2025-09-08 16:44:20 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000150] 完成，耗时: 0.61s，记录: 0
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 62/500 (12.4%) | 成功:62 失败:0 | 耗时:45s 剩余:315s
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000153] 开始同步
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000100] 批量插入 1 条新记录
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000100] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000100] 完成，耗时: 1.52s，记录: 1
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 63/500 (12.6%) | 成功:63 失败:0 | 耗时:45s 剩余:313s
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000153] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000151] 批量插入 1 条新记录
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000151] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000151] 完成，耗时: 1.56s，记录: 1
2025-09-08 16:44:21 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000155] 开始同步
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000155] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 64/500 (12.8%) | 成功:64 失败:0 | 耗时:46s 剩余:311s
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 65/500 (13.0%) | 成功:65 失败:0 | 耗时:46s 剩余:309s
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000156] 开始同步
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000157] 开始同步
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000153] 批量插入 1 条新记录
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000153] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000153] 完成，耗时: 1.36s，记录: 1
2025-09-08 16:44:22 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000156] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000158] 开始同步
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000157] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000155] 批量插入 1 条新记录
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000155] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000155] 完成，耗时: 1.44s，记录: 1
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 66/500 (13.2%) | 成功:66 失败:0 | 耗时:47s 剩余:307s
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000158] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 67/500 (13.4%) | 成功:67 失败:0 | 耗时:47s 剩余:305s
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000156] 批量插入 1 条新记录
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000156] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:23 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000156] 完成，耗时: 1.25s，记录: 1
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 68/500 (13.6%) | 成功:68 失败:0 | 耗时:48s 剩余:303s
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000157] 批量插入 1 条新记录
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000157] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000157] 完成，耗时: 1.32s，记录: 1
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000158] 批量插入 1 条新记录
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000158] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:24 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000158] 完成，耗时: 1.38s，记录: 1
2025-09-08 16:44:25 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000159] 开始同步
2025-09-08 16:44:25 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000166] 开始同步
2025-09-08 16:44:25 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000159] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:25 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000301] 开始同步
2025-09-08 16:44:25 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000166] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:26 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000301] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:26 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:175 - 进度 69/500 (13.8%) | 成功:69 失败:0 | 耗时:50s 剩余:311s
2025-09-08 16:44:26 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000333] 开始同步
2025-09-08 16:44:26 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000333] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:26 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000338] 开始同步
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000338] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000159] 批量插入 1 条新记录
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000159] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000159] 完成，耗时: 2.24s，记录: 1
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000166] 批量插入 1 条新记录
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000166] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000166] 完成，耗时: 2.25s，记录: 1
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000301] 批量插入 1 条新记录
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000301] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:27 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000301] 完成，耗时: 2.16s，记录: 1
2025-09-08 16:44:28 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000333] 批量插入 1 条新记录
2025-09-08 16:44:28 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000333] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:28 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000333] 完成，耗时: 1.89s，记录: 1
2025-09-08 16:44:28 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000400] 开始同步
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000338] 批量插入 1 条新记录
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000338] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000338] 完成，耗时: 2.30s，记录: 1
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000400] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000401] 开始同步
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000401] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:29 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000402] 开始同步
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000402] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000400] 批量插入 1 条新记录
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000400] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000400] 完成，耗时: 1.32s，记录: 1
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000403] 开始同步
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000404] 开始同步
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000401] 批量插入 1 条新记录
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000401] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:30 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000401] 完成，耗时: 1.51s，记录: 1
2025-09-08 16:44:31 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000403] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:31 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000404] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:31 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000402] 批量插入 1 条新记录
2025-09-08 16:44:31 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000402] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:31 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000402] 完成，耗时: 1.56s，记录: 1
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000403] 批量插入 1 条新记录
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000403] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000403] 完成，耗时: 1.60s，记录: 1
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:139 - [000404] 批量插入 1 条新记录
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:153 - [000404] 成功处理 1 条历史记录 (新增: 1, 更新: 0), 调整类型: hfq
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000404] 完成，耗时: 1.59s，记录: 1
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000405] 开始同步
2025-09-08 16:44:32 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000405] 使用数据库最新日期后一天作为开始日期: 20030426
2025-09-08 16:44:33 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000405] 未获取到 20030426 至 20250908 的历史数据
2025-09-08 16:44:33 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000405] 完成，耗时: 0.72s，记录: 0
2025-09-08 16:44:33 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000406] 开始同步
2025-09-08 16:44:33 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000406] 使用数据库最新日期后一天作为开始日期: 20060407
2025-09-08 16:44:33 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000407] 开始同步
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000408] 开始同步
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000407] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:70 - [000406] 未获取到 20060407 至 20250908 的历史数据
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist_all:process_symbol:112 - [000406] 完成，耗时: 0.72s，记录: 0
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000408] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:34 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000409] 开始同步
2025-09-08 16:44:35 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:45 - [000409] 使用数据库最新日期后一天作为开始日期: 20250906
2025-09-08 16:44:35 | INFO     | core.sync.sync_hist_all:process_symbol:99 - [000410] 开始同步
2025-09-08 16:53:51 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:26 - 开始同步历史数据，结束日期: 2025-09-08, 复权: hfq, 并发: 5
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:42 - 股票代码: 5746, 已有任务: 5746
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:59 - 新增任务: 0
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:sync_stock_zh_a_hist_all:86 - 待处理任务: 500
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000156] 开始同步
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000157] 开始同步
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000158] 开始同步
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000159] 开始同步
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000166] 开始同步
2025-09-08 16:53:52 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000156] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000166] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000157] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000158] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:53 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000159] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:53 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000156] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000156] 失败，耗时: 0.99s，错误: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000159] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000159] 失败，耗时: 1.11s，错误: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000166] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000157] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000166] 失败，耗时: 1.20s，错误: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000157] 失败，耗时: 1.21s，错误: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000158] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:53 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000158] 失败，耗时: 1.21s，错误: 'zygcfx'
2025-09-08 16:53:54 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000301] 开始同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000301] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000333] 开始同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000333] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000338] 开始同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000338] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:55 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000400] 开始同步
2025-09-08 16:53:56 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000333] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:56 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000333] 失败，耗时: 0.74s，错误: 'zygcfx'
2025-09-08 16:53:56 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000301] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:56 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000301] 失败，耗时: 1.30s，错误: 'zygcfx'
2025-09-08 16:53:56 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000401] 开始同步
2025-09-08 16:53:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000400] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:56 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000338] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:56 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000338] 失败，耗时: 0.79s，错误: 'zygcfx'
2025-09-08 16:53:56 | INFO     | core.sync.sync_hist:sync_stock_zh_a_hist:35 - [000401] 最新数据日期 2025-09-08 已超过或等于结束日期 2025-09-08，跳过同步
2025-09-08 16:53:56 | ERROR    | core.sync.sync_business_composition:sync_stock_business_composition:112 - [000400] 获取主营构成数据失败: 'zygcfx'
2025-09-08 16:53:56 | ERROR    | core.sync.sync_hist_all:process_symbol:123 - [000400] 失败，耗时: 0.89s，错误: 'zygcfx'
2025-09-08 16:53:57 | INFO     | core.sync.sync_hist_all:process_symbol:100 - [000402] 开始同步
